Year,Zip_code,County,Lat,Lng,Age_group,Number_of_visits,Age-adjusted-rate,County-fips-code
2009,93449,San luis obispo,35.145200240000065,-120.64486646199998,Child,0.0,0.0,6079
2009,93449,San luis obispo,35.145200240000065,-120.64486646199998,Adults,16.0,16.83556154,6079
2009,93451,San luis obispo,35.785349901000075,-120.60556588699995,Child,22.0,118.5806574,6079
2009,93451,San luis obispo,35.785349901000075,-120.60556588699995,Child,0.0,0.0,6079
2009,93451,San luis obispo,35.785349901000075,-120.60556588699995,Adults,15.0,111.7608912,6079
2009,93454,Santa barbara,34.952121231000035,-120.41640607299996,Child,184.0,56.77038728,6083
2009,93454,Santa barbara,34.952121231000035,-120.41640607299996,Child,88.0,109.4591595,6083
2009,93454,Santa barbara,34.952121231000035,-120.41640607299996,Adults,96.0,38.47531219,6083
2009,93455,Santa barbara,34.885060416000044,-120.43128771699998,Child,91.0,24.85169498,6083
2009,93455,Santa barbara,34.885060416000044,-120.43128771699998,Child,46.0,50.60578234,6083
2009,93455,Santa barbara,34.885060416000044,-120.43128771699998,Adults,45.0,15.90912631,6083
2009,93458,Santa barbara,34.952651322000065,-120.44576961999996,Child,192.0,35.34333136,6083
2009,93458,Santa barbara,34.952651322000065,-120.44576961999996,Child,111.0,61.74151538,6083
2009,93458,Santa barbara,34.952651322000065,-120.44576961999996,Adults,81.0,26.17711369,6083
2009,93460,Santa barbara,34.62591125300003,-120.07592709699998,Child,14.0,31.10372454,6083
2009,93460,Santa barbara,34.62591125300003,-120.07592709699998,Child,0.0,0.0,6083
2009,93460,Santa barbara,34.62591125300003,-120.07592709699998,Adults,0.0,0.0,6083
2009,93463,Santa barbara,34.60169219200003,-120.13454991099997,Child,21.0,26.94340725,6083
2009,93463,Santa barbara,34.60169219200003,-120.13454991099997,Child,0.0,0.0,6083
2009,93463,Santa barbara,34.60169219200003,-120.13454991099997,Adults,15.0,23.49937909,6083
2009,93465,San luis obispo,35.54823860600004,-120.69792766899997,Child,32.0,38.69507537,6079
